id;member_id;timestamp;amount
6478;234;2004-02-27 13:57:07+01;9500
6479;2616;2004-02-27 13:57:13+01;10000
6480;3164;2004-02-27 13:58:10+01;50000
6481;2105;2004-02-27 15:38:37+01;11400
6482;2953;2004-03-01 14:52:37+01;6150
6483;2953;2004-03-01 14:53:54+01;400
6484;2953;2004-03-01 14:54:30+01;400
6485;3204;2004-03-05 13:37:37+01;30000
6486;1461;2004-03-05 13:37:54+01;10000
6487;297;2004-03-05 13:38:07+01;25000
6488;754;2004-03-05 13:38:20+01;20000
6489;3459;2004-03-05 13:38:30+01;10000
6490;501;2004-03-05 13:38:45+01;10000
6491;2447;2004-03-05 13:39:00+01;10000
6492;1270;2004-03-05 13:39:11+01;10000
6493;1553;2004-03-05 13:39:21+01;40000
6494;283;2004-03-05 13:39:30+01;15000
6495;3157;2004-03-05 13:39:44+01;10000
6496;3002;2004-03-05 13:39:52+01;20000
6497;590;2004-03-05 13:40:02+01;20000
6498;3032;2004-03-05 13:40:14+01;20000
6499;1972;2004-03-05 13:40:21+01;20000
6500;3036;2004-03-05 13:40:29+01;20000
6501;65;2004-03-05 13:40:45+01;30000
6502;2899;2004-03-05 13:40:55+01;20000
6503;2098;2004-03-05 13:41:08+01;15000
6504;1153;2004-03-05 13:41:24+01;20000
6505;260;2004-03-05 13:43:52+01;4000
6506;3250;2004-03-12 14:03:05+01;20000
6507;2075;2004-03-12 14:03:14+01;10000
6508;654;2004-03-12 14:04:13+01;20000
6509;2166;2004-03-12 14:04:24+01;20000
6510;814;2004-03-12 14:04:43+01;10000
6511;1385;2004-03-12 14:04:53+01;10000
6512;2705;2004-03-12 14:05:06+01;20000
6513;32;2004-03-12 14:05:21+01;10000
6514;339;2004-03-12 14:05:32+01;10000
6515;691;2004-03-12 14:05:42+01;20000
6516;780;2004-03-12 14:05:55+01;20000
6517;2105;2004-03-12 14:06:03+01;30000
6518;1165;2004-03-12 14:06:38+01;30000
6519;3236;2004-03-12 14:06:52+01;10000
6520;2222;2004-03-12 14:07:00+01;10000
6521;2398;2004-03-12 14:07:09+01;20000
6522;2491;2004-03-12 14:07:46+01;20000
6523;3000;2004-03-12 14:08:02+01;20000
6524;2458;2004-03-12 14:08:13+01;10000
6525;3441;2004-03-12 14:08:25+01;20000
6526;2789;2004-03-12 14:08:40+01;20000
6527;2125;2004-03-12 14:08:54+01;6000
6528;387;2004-03-12 14:09:09+01;20000
6529;2927;2004-03-12 14:09:22+01;10000
6530;1096;2004-03-12 14:09:34+01;8000
6531;437;2004-03-12 14:09:47+01;10000
6532;603;2004-03-12 14:10:01+01;10000
6533;638;2004-03-12 14:10:11+01;10000
6534;2404;2004-03-12 14:10:33+01;10000
6535;2651;2004-03-17 09:46:05+01;15000
6536;1134;2004-03-17 09:46:35+01;93700
6537;3056;2004-03-17 16:49:50+01;4000
6538;2049;2004-03-17 16:50:22+01;5000
6539;2696;2004-03-17 16:50:36+01;10000
6540;672;2004-03-17 16:50:50+01;10000
6541;1486;2004-03-17 16:51:12+01;23625
6542;2156;2004-03-19 11:33:16+01;3000
6543;1502;2004-03-19 13:43:38+01;20000
6544;1640;2004-03-19 13:43:46+01;10000
6545;254;2004-03-19 13:43:58+01;30000
6546;525;2004-03-19 13:44:06+01;10000
6547;3466;2004-03-19 13:44:13+01;200
6548;3466;2004-03-19 13:44:45+01;19800
6549;1;2004-03-19 13:44:55+01;10000
6550;2872;2004-03-19 13:45:02+01;10000
6551;3168;2004-03-19 13:45:13+01;10000
6552;1951;2004-03-19 13:45:26+01;20000
6553;3379;2004-03-19 13:45:52+01;20000
6554;1481;2004-03-19 13:46:02+01;19000
6555;363;2004-03-19 13:46:13+01;30000
6556;1931;2004-03-19 13:46:22+01;20000
6557;208;2004-03-19 13:46:32+01;20000
6558;680;2004-03-19 13:46:39+01;10000
6559;810;2004-03-19 13:47:01+01;15000
6560;1757;2004-03-19 13:47:10+01;20000
6561;2785;2004-03-19 13:47:17+01;15000
6562;2498;2004-03-19 13:47:25+01;10000
6563;1024;2004-03-19 13:47:40+01;10000
6564;2970;2004-03-19 13:47:46+01;10000
6565;1922;2004-03-19 13:48:04+01;20000
6566;308;2004-03-19 13:48:10+01;14900
6567;2126;2004-03-19 13:48:32+01;10000
6568;572;2004-03-19 13:48:42+01;20000
6569;403;2004-03-19 13:49:06+01;10000
6570;1002;2004-03-19 13:49:12+01;10000
6571;777;2004-03-19 13:49:19+01;10000
6572;1179;2004-03-19 13:49:26+01;30000
6573;2964;2004-03-19 13:49:38+01;10000
6574;2106;2004-03-19 13:49:49+01;10000
6575;2371;2004-03-19 13:49:59+01;10000
6576;982;2004-03-19 13:50:04+01;1200
6577;2378;2004-03-19 13:50:11+01;20000
6578;319;2004-03-19 13:50:19+01;10000
6579;75;2004-03-19 13:50:25+01;10000
6580;823;2004-03-19 13:50:33+01;5000
6581;2651;2004-03-19 13:50:38+01;10000
6582;2990;2004-03-24 11:44:33+01;14925
6583;297;2004-03-26 13:46:52+01;20000
6584;603;2004-03-26 13:46:59+01;5000
6585;754;2004-03-26 13:51:00+01;20000
6586;276;2004-03-26 13:51:18+01;7000
6587;1245;2004-03-26 13:51:28+01;10000
6588;1624;2004-03-26 13:51:36+01;10000
6589;2516;2004-03-26 13:51:42+01;12000
6590;938;2004-03-26 13:51:52+01;5000
6591;2675;2004-03-26 13:52:41+01;10000
6592;625;2004-03-26 13:52:53+01;10000
6593;3002;2004-03-26 13:53:01+01;20000
6594;2964;2004-03-26 13:53:15+01;20000
6595;3083;2004-03-26 13:53:27+01;10000
6596;3177;2004-03-26 13:53:42+01;30000
6597;3177;2004-03-26 13:53:46+01;30000
6598;2789;2004-03-26 13:54:45+01;19900
6599;190;2004-03-26 13:54:59+01;100
6600;1817;2004-03-29 17:52:01+02;20000
6601;2185;2004-03-31 16:49:48+02;20000
6602;3250;2004-04-02 14:38:20+02;20000
6603;2332;2004-04-02 14:38:47+02;10000
6605;437;2004-04-02 14:39:12+02;20000
6606;1259;2004-04-02 14:39:22+02;30000
6607;427;2004-04-02 14:39:58+02;5000
6608;3441;2004-04-02 14:40:05+02;10000
6609;1767;2004-04-02 14:40:12+02;10000
6610;702;2004-04-02 14:40:20+02;10000
6611;2350;2004-04-02 14:40:25+02;20000
6612;3432;2004-04-02 14:40:40+02;10000
6613;214;2004-04-02 14:40:51+02;10000
6614;834;2004-04-02 14:40:56+02;10000
6615;2228;2004-04-02 14:41:05+02;20000
6616;1461;2004-04-02 14:41:14+02;10000
6617;2504;2004-04-02 14:41:22+02;10000
6618;2872;2004-04-02 14:41:36+02;10000
6619;2707;2004-04-02 14:41:43+02;15000
6620;217;2004-04-02 14:41:50+02;10000
6621;425;2004-04-02 14:42:04+02;10000
6622;2899;2004-04-02 14:42:11+02;20000
6623;1255;2004-04-05 15:35:44+02;10000
6624;1508;2004-04-07 12:43:52+02;1500
6625;672;2004-04-07 22:39:56+02;5000
6626;3004;2004-04-07 22:42:42+02;5550
6627;2112;2004-04-07 22:42:57+02;12000
6628;420;2004-04-14 13:21:28+02;10600
6629;1605;2004-04-14 13:22:09+02;575
6630;1133;2004-04-14 13:22:30+02;5300
6631;1255;2004-04-14 13:22:55+02;10000
6632;715;2004-04-14 13:23:07+02;20000
6633;1437;2004-04-14 15:18:59+02;8000
6634;938;2004-04-16 14:39:44+02;10000
6635;165;2004-04-16 14:39:51+02;5000
6636;3473;2004-04-16 14:39:57+02;5000
6637;247;2004-04-16 14:40:11+02;10000
6638;2909;2004-04-16 14:40:19+02;20000
6639;1617;2004-04-16 14:40:28+02;4000
6640;841;2004-04-16 14:40:41+02;20000
6641;3236;2004-04-16 14:40:51+02;10000
6642;1165;2004-04-16 14:41:04+02;20000
6643;3083;2004-04-16 14:41:13+02;15000
6644;2460;2004-04-16 14:41:22+02;10000
6645;810;2004-04-16 14:41:30+02;20000
6646;1437;2004-04-16 14:41:43+02;10000
6647;276;2004-04-16 14:41:49+02;20000
6648;3379;2004-04-16 14:42:19+02;10000
6649;1501;2004-04-16 14:42:27+02;20000
6650;1914;2004-04-16 14:42:37+02;10000
6651;1245;2004-04-16 14:42:44+02;10000
6653;1389;2004-04-16 14:43:12+02;14000
6654;297;2004-04-16 14:43:22+02;20000
6655;1096;2004-04-16 14:43:33+02;10000
6656;2670;2004-04-16 14:43:39+02;20000
6657;2372;2004-04-16 14:43:46+02;20000
6658;713;2004-04-16 14:44:02+02;10000
6659;210;2004-04-16 14:44:14+02;10000
6660;780;2004-04-16 14:44:22+02;10000
6661;1080;2004-04-16 14:44:29+02;20000
6662;982;2004-04-16 14:44:38+02;10000
6663;1740;2004-04-19 11:17:58+02;600
6664;1740;2004-04-19 11:18:27+02;25
6665;3243;2004-04-21 12:46:41+02;1250
6666;293;2004-04-21 12:47:05+02;15000
6667;2506;2004-04-21 12:47:19+02;20000
6668;2047;2004-04-23 14:47:28+02;50000
6669;2616;2004-04-23 14:48:11+02;10000
6670;3204;2004-04-23 14:48:16+02;20000
6671;2744;2004-04-23 14:48:25+02;10000
6672;3250;2004-04-23 14:48:34+02;20000
6673;3002;2004-04-23 14:48:46+02;20000
6674;754;2004-04-23 14:48:59+02;15000
6675;2872;2004-04-23 14:49:05+02;20000
6676;163;2004-04-23 14:49:12+02;4900
6677;749;2004-04-23 14:49:20+02;15000
6678;2817;2004-04-23 14:49:29+02;10000
6679;1523;2004-04-23 14:50:21+02;20000
6680;680;2004-04-23 14:50:28+02;10000
6681;1504;2004-04-23 14:50:42+02;10000
6682;1270;2004-04-23 14:50:59+02;10000
6683;2789;2004-04-23 14:51:08+02;20000
6684;3395;2004-04-23 14:51:35+02;20000
6685;1245;2004-04-23 14:51:44+02;10000
6686;630;2004-04-23 14:51:54+02;10000
6687;2707;2004-04-23 14:52:03+02;5000
6688;638;2004-04-23 14:52:23+02;5000
6689;561;2004-04-23 14:52:30+02;5000
6690;2745;2004-04-23 14:52:38+02;10000
6691;2927;2004-04-23 14:52:48+02;10000
6692;2166;2004-04-23 14:52:53+02;20000
6693;2789;2004-04-24 15:13:29+02;7240
6694;1134;2004-04-24 15:14:01+02;28490
6695;2047;2004-04-29 18:31:41+02;11500
6696;2222;2004-04-30 14:44:10+02;20000
6697;1721;2004-04-30 14:44:16+02;10000
6698;625;2004-04-30 14:44:22+02;5000
6699;2837;2004-04-30 14:44:31+02;10000
6700;2126;2004-04-30 14:44:55+02;5000
6701;75;2004-04-30 14:45:02+02;10000
6702;3002;2004-04-30 14:45:08+02;10000
6703;1871;2004-04-30 14:45:13+02;10000
6704;1010;2004-04-30 14:45:19+02;5000
6705;32;2004-04-30 14:45:32+02;6500
6706;2156;2004-04-30 14:45:38+02;8000
6707;603;2004-04-30 14:45:43+02;10000
6708;742;2004-04-30 14:45:49+02;10000
6709;2098;2004-04-30 14:45:57+02;10000
6710;3036;2004-04-30 14:46:03+02;30000
6711;2899;2004-04-30 14:46:11+02;20000
6712;2964;2004-04-30 14:46:18+02;5000
6713;1972;2004-04-30 14:46:26+02;30000
6714;2371;2004-04-30 14:46:33+02;10000
6715;3032;2004-04-30 14:46:46+02;20000
6716;1767;2004-04-30 14:46:54+02;10000
6717;1347;2004-04-30 14:47:04+02;5000
6718;2318;2004-04-30 14:47:18+02;5000
6719;377;2004-05-03 13:38:35+02;10000
6720;2877;2004-05-03 13:38:40+02;10000
6721;3021;2004-05-03 13:38:44+02;10000
6722;95;2004-05-03 13:38:49+02;10000
6723;3265;2004-05-03 13:38:55+02;10000
6724;1016;2004-05-03 13:38:59+02;10000
6725;1816;2004-05-03 13:39:09+02;30000
6726;3202;2004-05-03 13:39:20+02;10000
6727;2112;2004-05-03 17:16:31+02;10000
6728;3149;2004-05-03 17:16:40+02;5000
6729;2524;2004-05-03 17:16:53+02;23975
6730;654;2004-05-06 15:49:24+02;20000
6731;165;2004-05-06 15:51:35+02;10000
6732;1010;2004-05-06 15:51:43+02;5000
6733;938;2004-05-06 15:51:53+02;15000
6734;625;2004-05-06 15:52:01+02;10000
6735;1624;2004-05-06 15:52:12+02;10000
6736;2399;2004-05-06 15:52:19+02;10000
6737;830;2004-05-06 15:52:28+02;25000
6738;2707;2004-05-06 15:52:35+02;20000
6739;1840;2004-05-06 15:52:47+02;20000
6740;2172;2004-05-06 15:53:08+02;20000
6741;2789;2004-05-06 15:53:15+02;20000
6742;3282;2004-05-06 15:53:24+02;10000
6743;1494;2004-05-06 15:53:32+02;10000
6744;3447;2004-05-06 15:53:39+02;10000
6745;1843;2004-05-06 15:53:52+02;10000
6746;2354;2004-05-06 15:53:59+02;20000
6747;240;2004-05-06 15:54:06+02;30000
6748;1602;2004-05-06 15:54:14+02;20000
6749;2675;2004-05-06 15:54:20+02;10000
6750;3014;2004-05-09 18:45:00+02;24375
6751;234;2004-05-12 16:04:15+02;5600
6752;297;2004-05-14 14:53:35+02;55000
6753;319;2004-05-14 14:53:47+02;20000
6754;754;2004-05-14 14:54:15+02;60000
6755;1461;2004-05-14 14:54:31+02;45000
6756;2861;2004-05-14 14:54:41+02;5000
6757;2056;2004-05-14 14:54:54+02;10000
6758;2582;2004-05-14 14:55:01+02;20000
6759;1212;2004-05-14 14:55:15+02;5000
6760;75;2004-05-14 14:55:25+02;10000
6761;2785;2004-05-14 14:55:34+02;10000
6762;3095;2004-05-14 14:55:57+02;20000
6763;387;2004-05-14 14:56:22+02;20000
6764;3168;2004-05-14 14:56:33+02;10000
6765;702;2004-05-14 14:56:43+02;10000
6766;208;2004-05-14 14:56:58+02;20000
6767;283;2004-05-14 14:57:16+02;10000
6768;1259;2004-05-14 14:57:29+02;30000
6769;3466;2004-05-14 14:57:56+02;20000
6770;1002;2004-05-14 14:58:07+02;15000
6771;938;2004-05-14 14:58:16+02;15000
6772;276;2004-05-14 14:58:24+02;20000
6773;3379;2004-05-14 14:58:35+02;10000
6774;1437;2004-05-14 14:58:43+02;20000
6775;810;2004-05-14 14:59:01+02;20000
6777;2651;2004-05-14 14:59:22+02;20000
6778;1010;2004-05-14 14:59:31+02;10000
6779;165;2004-05-14 14:59:39+02;15000
6780;1490;2004-05-20 13:41:27+02;20000
6781;3466;2004-05-21 15:03:32+02;45100
6782;297;2004-05-21 15:03:40+02;20100
6783;1096;2004-05-21 15:03:48+02;10000
6784;1389;2004-05-21 15:03:56+02;10000
6785;2156;2004-05-21 15:04:07+02;13650
6786;1435;2004-05-21 15:04:19+02;1000
6787;2789;2004-05-21 15:05:11+02;15000
6788;403;2004-05-21 15:06:00+02;10000
6790;2126;2004-05-21 15:06:46+02;45000
6791;2785;2004-05-21 15:06:56+02;15000
6792;1721;2004-05-21 15:07:08+02;45000
6793;525;2004-05-21 15:07:16+02;10000
6794;2740;2004-05-21 15:07:25+02;30000
6795;572;2004-05-21 15:07:39+02;10000
6796;2350;2004-05-21 15:07:48+02;20000
6797;65;2004-05-21 15:07:59+02;50000
6798;32;2004-05-21 15:08:10+02;30000
6799;2745;2004-05-21 15:08:22+02;5150
6800;163;2004-05-21 15:08:31+02;5000
6801;1501;2004-05-21 15:08:39+02;10000
6802;276;2004-05-21 15:08:55+02;10100
6803;631;2004-05-21 15:09:07+02;50000
6804;2106;2004-05-21 15:09:18+02;4000
6805;437;2004-05-21 15:09:24+02;20000
6806;1757;2004-05-21 15:09:35+02;20000
6807;2207;2004-05-21 15:09:46+02;10000
6808;2927;2004-05-21 15:09:54+02;20000
6809;163;2004-05-24 15:23:11+02;8000
6810;2782;2004-05-26 16:22:43+02;2400
6811;3202;2004-05-26 16:22:57+02;5000
6812;971;2004-05-26 16:23:08+02;15000
6813;1071;2004-05-26 16:23:25+02;20000
6814;2154;2004-05-28 14:37:34+02;50000
6815;3250;2004-05-28 14:37:44+02;20000
6816;2872;2004-05-28 14:37:53+02;55000
6817;754;2004-05-28 14:38:00+02;20000
6818;814;2004-05-28 14:38:06+02;10000
6819;501;2004-05-28 14:38:19+02;900
6820;1461;2004-05-28 14:38:59+02;15000
6821;3017;2004-05-28 14:39:14+02;60000
6822;2105;2004-05-28 14:39:22+02;20000
6823;1708;2004-05-28 14:39:32+02;40000
6824;1165;2004-05-28 14:39:55+02;30000
6825;1071;2004-05-28 14:40:05+02;10000
6826;2744;2004-05-28 14:40:16+02;5000
6827;3032;2004-05-28 14:40:22+02;20000
6828;2332;2004-05-28 14:40:40+02;20000
6829;590;2004-05-28 14:40:44+02;10000
6830;102;2004-05-28 14:40:56+02;20000
6831;2670;2004-05-28 14:41:01+02;20000
6832;3002;2004-05-28 14:41:07+02;30000
6833;190;2004-05-28 14:41:13+02;20000
6834;603;2004-05-28 14:41:19+02;10000
6835;823;2004-05-31 14:27:14+02;5000
6836;75;2004-06-02 12:47:28+02;5000
6837;2399;2004-06-04 14:39:16+02;10000
6838;2670;2004-06-04 14:39:25+02;45000
6839;668;2004-06-04 14:39:32+02;20000
6840;3441;2004-06-04 14:39:38+02;20000
6841;841;2004-06-04 14:39:46+02;20000
6842;1496;2004-06-04 14:39:55+02;20000
6843;3186;2004-06-04 14:40:04+02;16500
6844;2222;2004-06-04 14:40:14+02;13000
6845;1496;2004-06-04 14:40:22+02;10000
6846;625;2004-06-04 14:40:29+02;10000
6847;2504;2004-06-04 14:40:36+02;30000
6848;2844;2004-06-04 14:40:53+02;20000
6849;1437;2004-06-04 16:10:14+02;10000
6850;3379;2004-06-04 16:10:22+02;10000
6851;1501;2004-06-04 16:10:27+02;10000
6852;3202;2004-06-09 15:53:20+02;5000
6853;917;2004-06-09 15:53:34+02;9100
6854;1087;2004-06-09 15:54:34+02;20000
6855;920;2004-06-09 15:54:49+02;20000
6856;9;2004-06-09 15:55:04+02;5000
6857;672;2004-06-09 15:55:21+02;10000
6858;3178;2004-06-09 15:55:30+02;10000
6859;217;2004-06-11 14:51:21+02;20000
6860;523;2004-06-11 14:51:28+02;20000
6861;309;2004-06-11 14:51:39+02;20000
6862;525;2004-06-11 14:51:46+02;15000
6863;3204;2004-06-11 14:51:53+02;30000
6864;1951;2004-06-11 14:52:02+02;20000
6865;2789;2004-06-11 14:52:12+02;20000
6866;276;2004-06-11 14:52:18+02;10000
6867;3121;2004-06-11 14:52:26+02;5000
6868;293;2004-06-11 14:52:35+02;10000
6869;3021;2004-06-11 14:52:56+02;20000
6870;482;2004-06-11 14:53:23+02;5000
6871;297;2004-06-11 14:53:31+02;20000
6872;754;2004-06-11 14:53:43+02;10000
6873;75;2004-06-11 14:53:50+02;5000
6874;1179;2004-06-11 17:07:45+02;20000
6875;2506;2004-06-16 14:04:48+02;50000
6876;403;2004-06-18 15:35:14+02;10000
6877;3250;2004-06-18 15:35:48+02;20000
6878;2675;2004-06-24 13:50:03+02;10000
6879;3140;2004-06-25 15:03:19+02;15000
6880;2964;2004-06-25 15:03:34+02;20000
6881;254;2004-06-25 15:03:43+02;30000
6882;1871;2004-06-25 15:03:52+02;20000
6883;406;2004-06-25 15:04:00+02;10400
6884;285;2004-06-28 12:09:10+02;25
6885;754;2004-06-28 12:09:27+02;1200
6886;297;2004-06-28 12:09:44+02;700
6887;1931;2004-06-28 12:09:58+02;20000
6888;102;2004-06-28 12:10:10+02;10000
6889;2354;2004-06-28 12:10:24+02;20000
6890;2670;2004-06-28 12:11:33+02;125
6891;2616;2004-06-28 12:11:48+02;15000
6892;2155;2004-06-28 12:12:07+02;30100
6893;742;2004-06-28 12:12:19+02;5300
6894;623;2004-06-28 12:12:33+02;5875
6895;3438;2004-06-28 12:12:44+02;3700
6896;1391;2004-06-28 12:12:54+02;15000
6897;2973;2004-06-28 12:13:04+02;40000
6898;1553;2004-06-28 12:13:23+02;44400
6899;2872;2004-06-28 12:13:31+02;10000
6900;1179;2004-06-28 12:13:57+02;53700
6901;1179;2004-06-28 12:14:07+02;50000
6902;32;2004-06-28 12:17:13+02;60000
6903;2651;2004-06-28 12:17:19+02;20000
6904;3032;2004-06-28 12:17:27+02;10000
6905;1922;2004-06-28 18:53:14+02;20000
6906;308;2004-07-02 11:45:21+02;20000
6907;1607;2004-07-02 11:45:30+02;20000
6908;1530;2004-07-02 16:14:31+02;2225
6909;2923;2004-07-05 12:50:17+02;15400
6910;2918;2004-07-05 12:50:31+02;50000
6911;1530;2004-07-06 16:10:48+02;10000
6912;2228;2004-07-19 14:58:02+02;20000
6913;772;2004-07-21 17:10:04+02;5000
6914;3110;2004-07-28 15:31:08+02;2700
6915;561;2004-08-06 13:32:52+02;350
6916;2440;2004-08-11 18:47:10+02;1050
6917;847;2004-08-11 18:47:20+02;2850
6918;548;2004-08-20 13:45:29+02;20000
6919;310;2004-08-25 13:37:05+02;20000
6920;2582;2004-08-27 13:05:46+02;8496
6921;297;2004-08-27 13:06:14+02;8496
6922;3410;2004-09-01 22:54:53+02;10000
6923;1970;2004-09-02 18:33:46+02;10000
6924;35;2004-09-02 18:33:54+02;10000
6925;508;2004-09-02 18:34:07+02;10000
6926;476;2004-09-02 18:34:13+02;10000
6927;1220;2004-09-02 18:34:21+02;10000
6928;3469;2004-09-02 18:34:29+02;10000
6929;601;2004-09-02 18:34:37+02;10000
6930;1487;2004-09-02 18:34:44+02;10000
6931;42;2004-09-02 18:34:50+02;10000
6932;1653;2004-09-02 18:34:56+02;10000
6933;394;2004-09-02 18:35:04+02;10000
6934;3227;2004-09-03 14:34:22+02;20000
6935;1644;2004-09-03 14:34:28+02;20000
6936;1857;2004-09-03 14:34:35+02;10000
6937;46;2004-09-03 14:34:47+02;10000
6938;2161;2004-09-03 14:34:55+02;10000
6939;2601;2004-09-03 14:35:17+02;20000
6940;33;2004-09-03 14:35:42+02;10000
6941;1942;2004-09-03 14:35:53+02;10000
6942;1089;2004-09-03 14:36:00+02;10000
6943;2863;2004-09-03 14:36:15+02;10000
6944;1732;2004-09-03 14:36:30+02;10000
6945;1935;2004-09-03 14:36:37+02;20000
6946;1387;2004-09-03 14:36:53+02;10000
6947;3289;2004-09-03 14:37:25+02;10000
6948;1203;2004-09-03 14:37:32+02;10000
6949;2656;2004-09-03 14:37:41+02;10000
6950;1242;2004-09-03 14:37:56+02;30000
6951;2253;2004-09-03 14:38:09+02;30000
6952;2025;2004-09-03 14:38:23+02;2150
6953;1518;2004-09-03 14:38:40+02;7500
6954;1416;2004-09-03 14:38:50+02;10000
6955;1130;2004-09-03 14:39:06+02;10000
6956;1304;2004-09-03 14:39:17+02;10000
6957;36;2004-09-03 14:39:22+02;10000
6958;3447;2004-09-03 15:53:53+02;15000
6959;588;2004-09-03 15:54:05+02;10000
6960;1879;2004-09-03 15:54:12+02;20000
6961;2332;2004-09-03 15:54:23+02;10000
6962;2899;2004-09-03 15:54:33+02;10000
6963;2098;2004-09-03 15:54:47+02;20000
6964;2378;2004-09-03 15:55:02+02;20000
6965;638;2004-09-03 15:55:09+02;10000
6966;2404;2004-09-03 15:55:18+02;20000
6967;1010;2004-09-03 15:55:27+02;20000
6968;165;2004-09-03 15:55:32+02;20000
6969;938;2004-09-03 15:55:38+02;20000
6970;1437;2004-09-03 15:55:44+02;10000
6971;3379;2004-09-03 15:55:54+02;10000
6972;276;2004-09-03 15:56:06+02;20000
6973;1501;2004-09-03 15:56:14+02;20000
6974;1996;2004-09-03 15:56:25+02;1500
6975;2222;2004-09-03 15:56:39+02;10000
6976;1792;2004-09-03 15:57:09+02;10000
6977;1030;2004-09-03 15:57:13+02;10000
6978;204;2004-09-03 15:57:19+02;10000
6979;2940;2004-09-03 15:57:37+02;20000
6980;3186;2004-09-03 15:57:44+02;10000
6981;1549;2004-09-03 15:57:53+02;20000
6982;814;2004-09-03 15:57:59+02;10000
6983;3101;2004-09-03 15:58:06+02;10000
6984;1844;2004-09-03 15:58:13+02;10000
6985;1389;2004-09-03 15:58:20+02;10000
6986;2784;2004-09-03 15:58:26+02;10000
6987;2958;2004-09-03 15:58:30+02;10000
6988;1240;2004-09-03 15:58:52+02;10000
6989;1834;2004-09-03 15:59:01+02;10000
6990;3177;2004-09-03 15:59:16+02;30000
6991;1509;2004-09-03 15:59:30+02;30000
6992;882;2004-09-03 15:59:34+02;20000
6993;2805;2004-09-03 16:10:34+02;10000
6994;718;2004-09-03 17:30:12+02;20000
6995;1959;2004-09-06 13:21:17+02;72980
6996;2899;2004-09-08 23:34:54+02;10000
6997;2287;2004-09-09 00:23:04+02;10000
6998;1165;2004-09-10 14:24:45+02;20000
6999;3236;2004-09-10 14:24:57+02;10000
7000;3083;2004-09-10 14:25:06+02;20000
7001;190;2004-09-10 14:25:12+02;20000
7002;3250;2004-09-10 14:25:19+02;20000
7003;2789;2004-09-10 14:25:31+02;10000
7004;3002;2004-09-10 14:25:39+02;20000
7005;661;2004-09-10 14:26:43+02;20000
7006;905;2004-09-10 14:26:50+02;5000
7007;602;2004-09-10 14:26:56+02;20000
7008;2485;2004-09-10 14:27:12+02;10000
7009;2371;2004-09-10 14:27:20+02;10000
7010;75;2004-09-10 14:27:27+02;5000
7011;2909;2004-09-10 14:27:34+02;20000
7012;1661;2004-09-10 14:27:43+02;20000
7013;3105;2004-09-10 14:28:26+02;18275
7014;1203;2004-09-10 14:28:34+02;10000
7015;2680;2004-09-10 14:28:40+02;13000
7017;2417;2004-09-10 14:28:57+02;20000
7018;1644;2004-09-10 14:29:03+02;20000
7019;3000;2004-09-10 14:29:12+02;50000
7020;1150;2004-09-10 14:58:04+02;10000
7021;1753;2004-09-10 14:58:10+02;10000
7022;692;2004-09-10 14:58:32+02;14500
7023;3473;2004-09-10 14:58:37+02;5000
7024;1213;2004-09-10 14:58:44+02;10000
7025;1708;2004-09-10 14:58:52+02;20000
7026;2964;2004-09-10 14:59:01+02;20000
7027;1262;2004-09-10 15:03:52+02;10000
7028;607;2004-09-10 15:04:45+02;10000
7029;1577;2004-09-10 15:04:53+02;10000
7030;889;2004-09-15 15:07:22+02;10000
7031;1134;2004-09-15 15:08:02+02;10000
7032;741;2004-09-15 15:08:56+02;40000
7033;2290;2004-09-15 15:09:06+02;10000
7034;3459;2004-09-17 14:58:43+02;6000
7035;713;2004-09-17 14:59:07+02;10000
7036;210;2004-09-17 14:59:17+02;10000
7037;1080;2004-09-17 14:59:29+02;10000
7038;339;2004-09-17 14:59:46+02;10000
7039;3227;2004-09-17 15:00:21+02;20000
7040;197;2004-09-17 15:00:31+02;5000
7041;1930;2004-09-17 15:00:54+02;5000
7042;2789;2004-09-17 15:01:07+02;20000
7043;1919;2004-09-17 15:01:18+02;20000
7044;2109;2004-09-17 15:01:32+02;10000
7045;2287;2004-09-17 15:01:40+02;20000
7046;905;2004-09-17 15:01:49+02;5000
7047;33;2004-09-17 15:02:02+02;30000
7048;1978;2004-09-17 15:02:51+02;10000
7049;2492;2004-09-17 15:03:02+02;10000
7050;561;2004-09-17 15:03:18+02;10000
7051;2569;2004-09-17 15:03:28+02;10000
7052;3137;2004-09-17 15:03:37+02;10000
7053;1630;2004-09-17 15:03:51+02;20000
7054;2025;2004-09-17 15:04:47+02;13700
7055;1567;2004-09-17 15:04:59+02;20000
7056;958;2004-09-17 15:05:15+02;20000
7057;842;2004-09-17 15:05:25+02;20000
7058;2399;2004-09-17 15:05:34+02;10000
7059;3002;2004-09-17 15:05:44+02;5000
7060;2491;2004-09-17 15:05:54+02;20000
7061;214;2004-09-17 15:06:09+02;10000
7062;55;2004-09-17 15:06:18+02;10000
7063;1259;2004-09-17 15:06:31+02;20000
7064;1817;2004-09-17 15:06:44+02;20000
7065;2759;2004-09-21 13:57:37+02;10000
7066;2085;2004-09-22 21:58:27+02;17800
7067;1675;2004-09-22 21:58:56+02;1000
7068;254;2004-09-23 18:29:49+02;10000
7069;1880;2004-09-24 14:56:45+02;15000
7070;3191;2004-09-24 14:56:55+02;5000
7071;1304;2004-09-24 14:57:05+02;10000
7072;3250;2004-09-24 14:57:16+02;30000
7073;2964;2004-09-24 14:57:25+02;40000
